ANY,MES,DIA,HORA,MORTS_LLIBRE,MORTS_TOTALS,MORTS,FERITS,COORDENADES,ADREÇA,AVIO,UNITAT,QUI
1938,12,31,10:30 i 19:30,120,2307,61,71,"41.385883, 2.157890",Casanova,10 Savoia S.79(?),Aviació Legionària italiana,Nico
1938,12,31,10:30 i 19:30,120,2307,61,71,"41.384470, 2.156554",Consell de Cent,10 Savoia S.79(?),Aviació Legionària italiana,Nico
1938,12,31,10:30 i 19:30,120,2307,61,71,"41.380284, 2.177139",Arai,10 Savoia S.79(?),Aviació Legionària italiana,Nico
1938,12,31,10:30 i 19:30,120,2307,61,71,"41.376331, 2.170874",Tàpies,10 Savoia S.79(?),Aviació Legionària italiana,Nico
1938,12,31,10:30 i 19:30,120,2307,61,71,"41.375674, 2.172316",Sant Bernat,10 Savoia S.79(?),Aviació Legionària italiana,Nico
1938,12,31,10:30 i 19:30,120,2307,61,71,"41.373507, 2.175616",Passeig de Colom,10 Savoia S.79(?),Aviació Legionària italiana,Nico
1938,12,31,10:30 i 19:30,120,2307,61,71,"41.372939, 2.175321",Passeig de Colom,10 Savoia S.79(?),Aviació Legionària italiana,Nico
1938,12,31,10:30 i 19:30,120,2307,61,71,"41.372291, 2.175165",Passeig de Colom,10 Savoia S.79(?),Aviació Legionària italiana,Nico
1938,12,31,10:30 i 19:30,120,2307,61,71,"41.371949, 2.174505",Passeig de Colom,10 Savoia S.79(?),Aviació Legionària italiana,Nico
1938,12,31,10:30 i 19:30,120,2307,61,71,"41.372557, 2.174618",Vila i Vilà,10 Savoia S.79(?),Aviació Legionària italiana,Nico
1938,12,31,10:30 i 19:30,120,2307,61,71,"41.372762, 2.174012",Vila i Vilà,10 Savoia S.79(?),Aviació Legionària italiana,Nico
1938,12,31,10:30 i 19:30,120,2307,61,71,"41.372645, 2.173084",Puixguriguer,10 Savoia S.79(?),Aviació Legionària italiana,Nico
1938,12,31,10:30 i 19:30,120,2307,61,71,"41.373229, 2.173325",Puixguriguer,10 Savoia S.79(?),Aviació Legionària italiana,Nico
1938,12,31,10:30 i 19:30,120,2307,61,71,"41.372879, 2.172204",Palaudàries,10 Savoia S.79(?),Aviació Legionària italiana,Nico
1938,12,31,10:30 i 19:30,120,2307,61,71,"41.373463, 2.172553",Palaudàries,10 Savoia S.79(?),Aviació Legionària italiana,Nico
1938,12,31,10:30 i 19:30,120,2307,61,71,"41.372759, 2.171099",Piquer,10 Savoia S.79(?),Aviació Legionària italiana,Nico
1938,12,31,10:30 i 19:30,120,2307,61,71,"41.372876, 2.169742",Cabanes,10 Savoia S.79(?),Aviació Legionària italiana,Nico
1938,12,31,10:30 i 19:30,120,2307,61,71,"41.373532, 2.169436",,10 Savoia S.79(?),Aviació Legionària italiana,Nico
1938,12,31,10:30 i 19:30,120,2307,61,71,"41.373711, 2.174082",Albareda,10 Savoia S.79(?),Aviació Legionària italiana,Nico
1938,3,18,13:15,661,1741,-,-,"41.378634, 2.162151",Mercat de Sant Antoni,3 Savoia S.79,Aviació Legionària italiana,Aina
1938,3,18,13:15,661,1741,-,-,"41.379903, 2.160484","Carrer de Floridablanca, 112",3 Savoia S.79,Aviació Legionària italiana,Aina
1938,3,18,13:15,661,1741,-,-,"41.377730, 2.159996","Carrer de Viladomat, 60.B",3 Savoia S.79,Aviació Legionària italiana,Aina
1938,3,18,13:15,661,1741,-,-,"41.375685, 2.160522","Carrer de Calàbria, 8",3 Savoia S.79,Aviació Legionària italiana,Aina
1938,3,18,13:15,661,1741,-,-,"41.375771, 2.160446","Carrer de Calàbria, 10",3 Savoia S.79,Aviació Legionària italiana,Aina
1938,3,18,13:15,661,1741,-,-,"41.375793, 2.160386","Carrer de Calàbria, 12",3 Savoia S.79,Aviació Legionària italiana,Aina
1938,3,18,13:15,661,1741,-,-,"41.375676, 2.158270","Carrer de Rocafort, 8",3 Savoia S.79,Aviació Legionària italiana,Aina
1938,3,18,13:15,661,1741,-,-,"41.374906, 2.160487","Avinguda del Paraŀlel, 123",3 Savoia S.79,Aviació Legionària italiana,Aina
1938,3,18,13:15,661,1741,-,-,"41.375115, 2.159773","Avinguda del Paraŀlel, 138",3 Savoia S.79,Aviació Legionària italiana,Aina
1938,3,18,15:00,661,1741,-,-,"41.376691, 2.157128","Avinguda de Mistral, 33",3 Savoia S.79,Aviació Legionària italiana,Aina
1938,3,18,15:00,661,1741,-,-,"41.375150, 2.152181","Carrer de Llança, 2",3 Savoia S.79,Aviació Legionària italiana,Aina
1938,3,18,15:00,661,1741,-,-,"41.376141, 2.155251","Carrer d'Entença, 19",3 Savoia S.79,Aviació Legionària italiana,Aina
1938,3,18,15:00,661,1741,-,-,"41.375238, 2.158592","Carrer de Rocafort, 1",3 Savoia S.79,Aviació Legionària italiana,Aina
1938,3,18,15:00,661,1741,-,-,"41.377217, 2.154688","Carrer de Sepúlveda, 46",3 Savoia S.79,Aviació Legionària italiana,Aina
1938,3,18,15:00,661,1741,-,-,"41.377370, 2.154572","Carrer de Sepúlveda, 49",3 Savoia S.79,Aviació Legionària italiana,Aina
1938,3,18,15:00,661,1741,-,-,"41.379113, 2.156861","Carrer de Sepúlveda, 81",3 Savoia S.79,Aviació Legionària italiana,Aina
1938,3,18,15:00,661,1741,-,-,"41.379492, 2.157285","Carrer de Sepúlveda, 89",3 Savoia S.79,Aviació Legionària italiana,Aina
1938,3,18,15:00,661,1741,-,-,"41.378902, 2.155872","Carrer de Calàbria, 87",3 Savoia S.79,Aviació Legionària italiana,Aina
1938,3,18,15:00,661,1741,-,-,"41.377331, 2.154011","Carrer d'Entença, 32",3 Savoia S.79,Aviació Legionària italiana,Aina
1938,3,18,15:00,661,1741,-,-,"41.377324, 2.153802","Carrer d'Entença, 38",3 Savoia S.79,Aviació Legionària italiana,Aina
1938,3,18,15:00,661,1741,-,-,"41.378668, 2.154263","Carrer de Rocafort, 70",3 Savoia S.79,Aviació Legionària italiana,Aina
1938,3,18,15:00,661,1741,-,-,"41.377332, 2.152557","Gran Via de Les Corts Catalanes, 418",3 Savoia S.79,Aviació Legionària italiana,Aina
1938,3,18,15:00,661,1741,-,-,"41.377267, 2.152010","Gran Via de Les Corts Catalanes, 60",3 Savoia S.79,Aviació Legionària italiana,Aina
1938,3,18,15:00,661,1741,-,-,"41.375287, 2.151742","Carrer de Llança, 3-5",3 Savoia S.79,Aviació Legionària italiana,Aina
1938,3,18,15:00,661,1741,-,-,"41.374763, 2.150572",Pl Espanya-Paral·lel,3 Savoia S.79,Aviació Legionària italiana,Aina
1938,3,18,15:00,661,1741,-,-,"41.374908, 2.152428","Avinguda del Paraŀlel, 201",3 Savoia S.79,Aviació Legionària italiana,Aina
1938,3,18,15:00,661,1741,-,-,"41.374828, 2.152192",Av Paral·lel-Pl Espanya,3 Savoia S.79,Aviació Legionària italiana,Aina
1938,3,18,15:00,661,1741,-,-,"41.376100, 2.151227","Carrer de Llança, 392",3 Savoia S.79,Aviació Legionària italiana,Aina
1938,3,18,15:00,661,1741,-,-,"41.376301, 2.151570","Gran Via de Les Corts Catalanes,398",3 Savoia S.79    ,Aviació Legionària italiana,Aina
1938,3,18,15:00,661,1741,-,-,"41.376644, 2.152221","Carrer de Vilamarí, 37",3 Savoia S.79,Aviació Legionària italiana,Aina
1938,3,18,15:00,661,1741,-,-,"41.375521, 2.151980","Carrer de Llança, 2",3 Savoia S.79,Aviació Legionària italiana,Aina
1938,3,18,15:00,661,1741,-,-,"41.377610, 2.155633","Carrer de Rocafort, 46",3 Savoia S.79,Aviació Legionària italiana,Aina
1938,3,18,15:00,661,1741,-,-,"41.377131, 2.156078","Carrer de Rocafort, 35",3 Savoia S.79,Aviació Legionària italiana,Aina
1938,3,18,15:00,661,1741,-,-,"41.387314, 2.158541","Carrer de Muntaner, 70",3 Savoia S.79,Aviació Legionària italiana,Aina
1938,6,4,00:30 i mati,253,1994,6,8,"41.392744, 2.198955",Cérvol,Diversos Savoia S.81,Aviació Legionària italiana,Francesc
1938,6,4,00:30 i mati,253,1994,,,"41.391688, 2.200416",Cérvol,,,
1938,6,4,00:30 i mati,253,1994,6,8,"41.377600, 2.188275",Passeig Nacional,Diversos Savoia S.81,Aviació Legionària italiana,Francesc
1938,6,4,00:30 i mati,253,1994,6,8,"41.379001, 2.187760",Passeig Nacional,Diversos Savoia S.81,Aviació Legionària italiana,Francesc
1938,6,4,00:30 i mati,253,1994,6,8,"41.379001, 2.187760",Passeig Nacional,Diversos Savoia S.81,Aviació Legionària italiana,Francesc
1938,6,4,00:30 i mati,253,1994,6,8,"41.384480, 2.196883",Platja del Somorrostre,Diversos Savoia S.81,Aviació Legionària italiana,Francesc
1938,6,4,00:30 i mati,253,1994,6,8,"41.383848, 2.196261",Platja del Somorrostre,Diversos Savoia S.81,Aviació Legionària italiana,Francesc
1938,6,4,00:30 i mati,253,1994,6,8,"41.383565, 2.196050",Platja del Somorrostre,Diversos Savoia S.81,Aviació Legionària italiana,Francesc
1938,6,4,00:30 i mati,253,1994,6,8,"41.388326, 2.199655",fàbrica de gas Lebón,Diversos Savoia S.81,Aviació Legionària italiana,Francesc
1938,6,4,00:30 i mati,253,1994,6,8,"41.389276, 2.200739",fàbrica de gas Lebón,Diversos Savoia S.81,Aviació Legionària italiana,Francesc
1938,6,4,00:30 i mati,253,1994,6,8,"41.387519, 2.198785",fàbrica de gas Lebón,Diversos Savoia S.81,Aviació Legionària italiana,Francesc
1938,6,4,00:30 i mati,253,1994,6,8,"41.374645, 2.190170",platja de Sant Sebastià,Diversos Savoia S.81,Aviació Legionària italiana,Francesc
1938,6,4,00:30 i mati,253,1994,6,8,"41.373735, 2.189741",platja de Sant Sebastià,Diversos Savoia S.81,Aviació Legionària italiana,Francesc
1938,6,4,00:30 i mati,253,1994,6,8,"41.370724, 2.181934",moll de Barcelona (Club Marítim),Diversos Savoia S.81,Aviació Legionària italiana,Francesc
1938,6,4,00:30 i mati,253,1994,6,8,"41.352019, 2.162599",Can Tunis,Diversos Savoia S.81,Aviació Legionària italiana,Francesc
1938,6,4,00:30 i mati,253,1994,6,8,"41.352889, 2.163082",Can Tunis,Diversos Savoia S.81,Aviació Legionària italiana,Francesc
1938,6,4,00:30 i mati,253,1994,6,8,"41.355382, 2.164981",Can Tunis,Diversos Savoia S.81,Aviació Legionària italiana,Francesc
1938,6,4,00:30 i mati,253,1994,6,8,"41.356477, 2.165539",Can Tunis,Diversos Savoia S.81,Aviació Legionària italiana,Francesc
1938,6,4,00:30 i mati,253,1994,6,8,"41.357588, 2.167663",Can Tunis,Diversos Savoia S.81,Aviació Legionària italiana,Francesc
1938,6,4,00:30 i mati,253,1994,6,8,"41.358071, 2.168317",Can Tunis,Diversos Savoia S.81,Aviació Legionària italiana,Francesc
1938,6,4,00:30 i mati,253,1994,6,8,"41.388866, 2.194327",avinguda d'Icària,Diversos Savoia S.81,Aviació Legionària italiana,Francesc
1938,6,4,00:30 i mati,253,1994,6,8,"41.387425, 2.192771",avinguda d'Icària,Diversos Savoia S.81,Aviació Legionària italiana,Francesc
1938,6,4,00:30 i mati,253,1994,6,8,"41.386974, 2.192406",avinguda d'Icària,Diversos Savoia S.81,Aviació Legionària italiana,Francesc
1938,6,4,00:30 i mati,253,1994,6,8,"41.384273, 2.189466",magatzems de la companyia de ferrocarrils MZA,Diversos Savoia S.81,Aviació Legionària italiana,Francesc
1938,6,4,00:30 i mati,253,1994,6,8,"41.383935, 2.187428",magatzems de la companyia de ferrocarrils MZA,Diversos Savoia S.81,Aviació Legionària italiana,Francesc
1938,7,19,03:30,61,2055,3,5,"41.382880, 2.176675",Palau de la Generalitat,6 Savoia S.81,Aviació Legionària italiana,Aina
1938,7,19,03:30,61,2055,3,5,"41.383701, 2.176578",Catedral de Barcelona,6 Savoia S.81,Aviació Legionària italiana,Aina
1938,7,19,03:30,61,2055,3,5,"41.384104, 2.176460",Catedral de Barcelona,6 Savoia S.81,Aviació Legionària italiana,Aina
1938,7,19,03:30,61,2055,3,5,"41.384047, 2.175570",Arxiu Històric de la Ciutat de Barcelona,6 Savoia S.81,Aviació Legionària italiana,Aina
1938,7,19,03:30,61,2055,3,5,"41.386247, 2.177643",Carrer Freixures,6 Savoia S.81,Aviació Legionària italiana,Aina
1938,7,19,03:30,61,2055,3,5,"41.386869, 2.177000",Carrer de Sant Pere Més Baix,6 Savoia S.81,Aviació Legionària italiana,Aina
1938,7,19,03:30,61,2055,3,5,"41.385232, 2.177298","Via Laietana, 34",6 Savoia S.81,Aviació Legionària italiana,Aina
1938,7,19,03:30,61,2055,3,5,"41.385320, 2.177110","Via Laietana, 32",6 Savoia S.81,Aviació Legionària italiana,Aina
1938,7,19,03:30,61,2055,3,5,"41.385020, 2.177193","Via Laietana, 33",6 Savoia S.81,Aviació Legionària italiana,Aina
1938,7,19,03:30,61,2055,3,5,"41.412034, 2.224113",Fòrum (antic Camp de la Bota),6 Savoia S.81,Aviació Legionària italiana,Aina
1938,7,19,03:30,61,2055,3,5,"41.409040, 2.224456",Fòrum (antic Camp de la Bota),6 Savoia S.81,Aviació Legionària italiana,Aina
1938,7,19,03:30,61,2055,3,5,,Estació de Poblenou,6 Savoia S.81,Aviació Legionària italiana,Aina
1938,7,19,03:30,61,2055,3,5,,Estació de Poblenou,6 Savoia S.81,Aviació Legionària italiana,Aina
1938,7,19,03:30,61,2055,3,5,,Estació de Poblenou,6 Savoia S.81,Aviació Legionària italiana,Aina
1938,7,19,03:30,61,2055,3,5,,Estació de Poblenou,6 Savoia S.81,Aviació Legionària italiana,Aina
1938,7,19,03:30,61,2055,3,5,"41.399265, 2.213251",Banys de la Mar Vella,6 Savoia S.81,Aviació Legionària italiana,Aina
1938,7,19,03:30,61,2055,3,5,"41.398767, 2.212607",Banys de la Mar Vella,6 Savoia S.81,Aviació Legionària italiana,Aina
1938,7,19,03:30,61,2055,3,5,"41.398058, 2.211942",Banys de la Mar Vella,6 Savoia S.81,Aviació Legionària italiana,Aina
1938,7,19,03:30,61,2055,3,5,"41.373944, 2.188442",Banys de Sant Sebastià,6 Savoia S.81,Aviació Legionària italiana,Aina
1938,7,19,03:30,61,2055,3,5,"41.372269, 2.187498",Moll Nou,6 Savoia S.81,Aviació Legionària italiana,Aina
1938,7,19,03:30,61,2055,3,5,"41.371271, 2.187370",Moll Nou,6 Savoia S.81,Aviació Legionària italiana,Aina
1938,7,19,03:30,61,2055,3,5,"41.370079, 2.187756",Moll Oriental,6 Savoia S.81,Aviació Legionària italiana,Aina
1938,7,19,03:30,61,2055,3,5,"41.369145, 2.187370",Moll Oriental,6 Savoia S.81,Aviació Legionària italiana,Aina
1938,9,24,10:20,73,2153,3,11,"41.372997, 2.178041",Moll de Barcelona ,10 Savoia S.,Aviació Legionària italiana,Nico
1938,9,24,10:20,73,2153,3,11,"41.372087, 2.178288",Moll de Barcelona ,10 Savoia S.,Aviació Legionària italiana,Nico
1938,9,24,10:20,73,2153,3,11,"41.371701, 2.179114",Moll de Barcelona ,10 Savoia S.,Aviació Legionària italiana,Nico
1938,9,24,10:20,73,2153,3,11,"41.371298, 2.180208",Moll de Barcelona ,10 Savoia S.,Aviació Legionària italiana,Nico
1938,9,24,10:20,73,2153,3,11,"41.369834, 2.176628",Moll de Sant Bertran,10 Savoia S.,Aviació Legionària italiana,Nico
1938,9,24,10:20,73,2153,3,11,"41.370551, 2.176746",Moll de Sant Bertran,10 Savoia S.,Aviació Legionària italiana,Nico
1938,9,24,10:20,73,2153,3,11,"41.375052, 2.177626",Duana Vella,10 Savoia S.,Aviació Legionària italiana,Nico
1938,9,24,10:20,73,2153,3,11,"41.374529, 2.177336",Duana Vella,10 Savoia S.,Aviació Legionària italiana,Nico
1938,9,24,10:20,73,2153,3,11,"41.374771, 2.176327",Caserna de Drassanes,10 Savoia S.,Aviació Legionària italiana,Nico
1938,9,24,10:20,73,2153,3,11,"41.375375, 2.175565",Caserna de Drassanes,10 Savoia S.,Aviació Legionària italiana,Nico
1938,9,24,10:20,73,2153,3,11,"41.375423, 2.176734",Caserna de Drassanes,10 Savoia S.,Aviació Legionària italiana,Nico
1938,9,24,10:20,73,2153,3,11,"41.374449, 2.175522",Avinguda de Francesc Layret,10 Savoia S.,Aviació Legionària italiana,Nico
1938,9,24,10:20,73,2153,3,11,"41.374586, 2.174835",Avinguda de Francesc Layret,10 Savoia S.,Aviació Legionària italiana,Nico
1938,9,24,10:20,73,2153,3,11,"41.374825, 2.173653",Avinguda de Francesc Layret,10 Savoia S.,Aviació Legionària italiana,Nico
1938,9,24,10:20,73,2153,3,11,"41.375326, 2.173667",Ramon Berenguer el Vell,10 Savoia S.,Aviació Legionària italiana,Nico
1938,9,24,10:20,73,2153,3,11,"41.377377, 2.174402",Arc del Teatre,10 Savoia S.,Aviació Legionària italiana,Nico
1938,9,24,10:20,73,2153,3,11,"41.377968, 2.174870",Arc del Teatre,10 Savoia S.,Aviació Legionària italiana,Nico
