ANY,MES,DIA,MORTS_LLIBRE,MORTS_TOTALS,MORTS,FERITS,HORA,COORDENADES,CARRER,AVIO,UNITAT,QUI
1937,2,13,18,18,18,18,21:45,"41.402979, 2.167306","Carrer de Roger de Flor, 270",creuer Eugenio di Savoia,Itàlia,Aina
1937,2,13,18,18,18,18,21:45,"41.402782, 2.160118","Travessera de Gràcia, 203",creuer Eugenio di Savoia,Itàlia,Aina
1937,2,13,18,18,18,18,21:45,"41.402218, 2.160161","Carrer de Torrijos, 2",creuer Eugenio di Savoia,Itàlia,Aina
1937,2,13,18,18,18,18,21:45,"41.402250, 2.159324","Travessera de Gràcia, 186",creuer Eugenio di Savoia,Itàlia,Aina
1937,2,13,18,18,18,18,21:45,"41.404021, 2.157908","Carrer de la Perla, 35",creuer Eugenio di Savoia,Itàlia,Aina
1937,2,13,18,18,18,18,21:45,"41.403393, 2.156942","Carrer de la Perla, 15",creuer Eugenio di Savoia,Itàlia,Aina
1937,2,13,18,18,18,18,21:45,"41.400142, 2.162457","Carrer del Perill, 45",creuer Eugenio di Savoia,Itàlia,Aina
1937,2,13,18,18,18,18,21:45,"41.400259, 2.161969","Carrer de la Llibertat, 33B",creuer Eugenio di Savoia,Itàlia,Aina
1937,2,13,18,18,18,18,21:45,"41.400368, 2.162124","Carrer de la Llibertat, 37-39",creuer Eugenio di Savoia,Itàlia,Aina
1937,2,13,18,18,18,18,21:45,"41.401716, 2.161738","Carrer de Milà i Fontanals, 39",creuer Eugenio di Savoia,Itàlia,Aina
1937,2,13,18,18,18,18,21:45,"41.401591, 2.160735","Carrer de Siracusa, 20",creuer Eugenio di Savoia,Itàlia,Aina
1937,2,13,18,18,18,18,21:45,"41.401993, 2.161336","Carrer de Siracusa, 32",creuer Eugenio di Savoia,Itàlia,Aina
1937,5,29,50,68,64,157,03:45,"41.375039, 2.147150",Creu Coberta 33-35,7 Savoia S.81,Aviació Legionària Italiana,Francesc
1937,5,29,50,68,64,157,03:45,"41.375096, 2.145903",Creu Coberta 63,7 Savoia S.81,Aviació Legionària Italiana,Francesc
1937,5,29,50,68,64,157,03:45,"41.376027, 2.146980",Príncep Jordi 14,7 Savoia S.81,Aviació Legionària Italiana,Francesc
1937,5,29,50,68,64,157,03:45,"41.383234, 2.152454",Viladomat 183,7 Savoia S.81,Aviació Legionària Italiana,Francesc
1937,5,29,50,68,64,157,03:45,"41.389645, 2.161556",magatzem de fusta Miquel Coll,7 Savoia S.81,Aviació Legionària Italiana,Francesc
1937,5,29,50,68,64,157,03:45,"41.385625, 2.156198",Aragó cruïlla Villaroel,7 Savoia S.81,Aviació Legionària Italiana,Francesc
1937,5,29,50,68,64,157,03:45,"
41.380529, 2.149417",Aragó cruïlla Entença,7 Savoia S.81,Aviació Legionària Italiana,Francesc
1937,5,29,50,68,64,157,03:45,"41.387709, 2.159019",Entre Muntaner i Aribau,7 Savoia S.81,Aviació Legionària Italiana,Francesc
1937,5,29,50,68,64,157,03:45,"41.388585, 2.173131",Plaça Ferrer i Guardia 11,7 Savoia S.81,Aviació Legionària Italiana,Francesc
1937,5,29,50,68,64,157,03:45,"41.387714, 2.173934",Via Durruti 56,7 Savoia S.81,Aviació Legionària Italiana,Francesc
1937,5,29,50,68,64,157,03:45,"41.387608, 2.173709",Via Durruti 57,7 Savoia S.81,Aviació Legionària Italiana,Francesc
1937,5,29,50,68,64,157,03:45,"41.387679, 2.173554",Via Durruti 59,7 Savoia S.81,Aviació Legionària Italiana,Francesc
1937,5,29,50,68,64,157,03:45,"41.387839, 2.173412",Via Durruti 61,7 Savoia S.81,Aviació Legionària Italiana,Francesc
1937,5,29,50,68,64,157,03:45,"41.388890, 2.172247",Pau Claris 54,7 Savoia S.81,Aviació Legionària Italiana,Francesc
1937,5,29,50,68,64,157,03:45,"41.389652, 2.171427",Pau Claris 59,7 Savoia S.81,Aviació Legionària Italiana,Francesc
1937,5,29,50,68,64,157,03:45,"41.389137, 2.172231",Pau Claris 60,7 Savoia S.81,Aviació Legionària Italiana,Francesc
1937,5,29,50,68,64,157,03:45,"41.389676, 2.171480",Pau Claris 62,7 Savoia S.81,Aviació Legionària Italiana,Francesc
1937,5,29,50,68,64,157,03:45,"41.393899, 2.170266",Bruc 76,7 Savoia S.81,Aviació Legionària Italiana,Francesc
1937,5,29,50,68,64,157,03:45,"41.394552, 2.169412",Bruc 88,7 Savoia S.81,Aviació Legionària Italiana,Francesc
1937,5,29,50,68,64,157,03:45,"
41.395342, 2.170621",Girona 76,7 Savoia S.81,Aviació Legionària Italiana,Francesc
1937,5,29,50,68,64,157,03:45,"41.389893, 2.163812",Consell de Cent 329,7 Savoia S.81,Aviació Legionària Italiana,Francesc
1937,5,29,50,68,64,157,03:45,"41.396188, 2.172655",Consell de Cent 396,7 Savoia S.81,Aviació Legionària Italiana,Francesc
1937,5,29,50,68,64,157,03:45,"41.395285, 2.171095",Consell de Cent 401,7 Savoia S.81,Aviació Legionària Italiana,Francesc
1937,5,29,50,68,64,157,03:45,"41.396501, 2.172674",Consell de Cent 429,7 Savoia S.81,Aviació Legionària Italiana,Francesc
1937,5,29,50,68,64,157,03:45,"41.396750, 2.173092",Consell de Cent - cruïlla passeig republica,7 Savoia S.81,Aviació Legionària Italiana,Francesc
1937,5,29,50,68,64,157,03:45,"
41.397580, 2.173986",Consell de Cent 441,7 Savoia S.81,Aviació Legionària Italiana,Francesc
1937,5,29,50,68,64,157,03:45,"41.396323, 2.173220",Passeig República  49,7 Savoia S.81,Aviació Legionària Italiana,Francesc
1937,5,29,50,68,64,157,03:45,"41.399484, 2.179312",Diputació 418,7 Savoia S.81,Aviació Legionària Italiana,Francesc
1937,5,29,50,68,64,157,03:45,"41.397484, 2.174623",Roger de Flor 164,7 Savoia S.81,Aviació Legionària Italiana,Francesc
1937,5,29,50,68,64,157,03:45,"41.400144, 2.175471", Xamfrà Aragó,7 Savoia S.81,Aviació Legionària Italiana,Francesc
1937,5,29,50,68,64,157,03:45,"41.395722, 2.185654","Pont de Marina
",7 Savoia S.81,Aviació Legionària Italiana,Francesc
1937,5,29,50,68,64,157,03:45,"
41.400604, 2.181832","Lepant
",7 Savoia S.81,Aviació Legionària Italiana,Francesc
1937,5,29,50,68,64,157,03:45,"
41.401465, 2.180695","Lepant
",7 Savoia S.81,Aviació Legionària Italiana,Francesc
1937,5,29,50,68,64,157,03:45,"41.400092, 2.181180","Pça Toros Monumental
",7 Savoia S.81,Aviació Legionària Italiana,Francesc
1937,5,29,50,68,64,157,03:45,"41.400055, 2.184046","Carrer de Ribes 75
",7 Savoia S.81,Aviació Legionària Italiana,Francesc
1937,5,29,50,68,64,157,03:45,"41.401396, 2.184942","Carrer de Ribes 96
",7 Savoia S.81,Aviació Legionària Italiana,Francesc
1937,5,29,50,68,64,157,03:45,"41.399071, 2.185970","Padilla 125
",7 Savoia S.81,Aviació Legionària Italiana,Francesc
1937,5,29,50,68,64,157,03:45,"41.400600, 2.184228","Padilla 150
",7 Savoia S.81,Aviació Legionària Italiana,Francesc
1937,5,29,50,68,64,157,03:45,"41.404382, 2.181084","Aragó-Castillejos
",7 Savoia S.81,Aviació Legionària Italiana,Francesc
1937,5,29,50,68,64,157,03:45,"
41.381265, 2.190947","Maquinista Terrestre i Marítima Barceloneta
",7 Savoia S.81,Aviació Legionària Italiana,Francesc
1937,5,29,50,68,64,157,03:45,"41.384204, 2.193331","Proximitats fábrica Gas
",7 Savoia S.81,Aviació Legionària Italiana,Francesc
1937,5,29,50,68,64,157,03:45,"41.379850, 2.189433","Plaça Francesc Magrinyà
",7 Savoia S.81,Aviació Legionària Italiana,Francesc
1937,5,29,50,68,64,157,03:45,"41.381015, 2.187381",Mar--10,7 Savoia S.81,Aviació Legionària Italiana,Francesc
1937,5,29,50,68,64,157,03:45,"41.377965, 2.190006","Mestrança 7,9,11,16",7 Savoia S.81,Aviació Legionària Italiana,Francesc
1937,5,29,50,68,64,157,03:45,"41.377843, 2.188436",Passeig Nacional 44,7 Savoia S.81,Aviació Legionària Italiana,Francesc
1937,5,29,50,68,64,157,03:45,"
41.377867, 2.188466",Passeig Nacional 45,7 Savoia S.81,Aviació Legionària Italiana,Francesc
1937,5,29,50,68,64,157,03:45,"41.377654, 2.188541
",Passeig Nacional 47,7 Savoia S.81,Aviació Legionària Italiana,Francesc
1937,5,29,50,68,64,157,03:45,"41.376636, 2.187303",Moll del Rebaix,7 Savoia S.81,Aviació Legionària Italiana,Francesc
1937,5,29,50,68,64,157,03:45,Carrer inexistent i sense punt al llibre,Alegria 29 - Can Tunis,7 Savoia S.81,Aviació Legionària Italiana,Francesc
1937,5,29,50,68,64,157,03:45,"41.380982, 2.172169",Hospital 26,7 Savoia S.81,Aviació Legionària Italiana,Francesc
1937,5,29,50,68,64,157,03:45,"41.387046, 2.172516",Estruc 24,7 Savoia S.81,Aviació Legionària Italiana,Francesc
1937,5,29,50,68,64,157,03:45,"41.387032, 2.172507",Estruc 26,7 Savoia S.81,Aviació Legionària Italiana,Francesc
1937,5,29,50,68,64,157,03:45,"41.387054, 2.172467",Estruc 28,7 Savoia S.81,Aviació Legionària Italiana,Francesc
1937,5,29,50,68,64,157,03:45,"41.387266, 2.172912",Moles 22,7 Savoia S.81,Aviació Legionària Italiana,Francesc
1937,5,29,50,68,64,157,03:45,"41.407726, 2.201459",Espronceda xamfrà Pere IV,7 Savoia S.81,Aviació Legionària Italiana,Francesc
1937,5,29,50,68,64,157,03:45,"41.401919, 2.195767",Lutxana 104,7 Savoia S.81,Aviació Legionària Italiana,Francesc
1937,5,29,50,68,64,157,03:45,"41.404743, 2.210194",Pellaires 25,7 Savoia S.81,Aviació Legionària Italiana,Francesc
1937,5,29,50,68,64,157,03:45,"41.404830, 2.210283",Pellaires 27,7 Savoia S.81,Aviació Legionària Italiana,Francesc
1937,5,29,50,68,64,157,03:45,"41.404835, 2.210337",Pellaires 29,7 Savoia S.81,Aviació Legionària Italiana,Francesc
1937,5,29,50,68,64,157,03:45,"41.405308, 2.210913",Pellaires 119,7 Savoia S.81,Aviació Legionària Italiana,Francesc
1937,5,29,50,68,64,157,03:45,"41.405360, 2.210889",Pellaires 133,7 Savoia S.81,Aviació Legionària Italiana,Francesc
,,,,,,,,,,Diversos Savoia S.81,Aviació Legionària Italiana,Francesc
